algoritmo,n,min,max,promedio,Desviacion_estandar,Coeficiente_varicion
bruteforce,20,0.0005315319995133905,0.0012475889998313505,0.0005919889583944971,9.944420317881416e-05,0.16798320605254477
bruteforce,19,0.0004232499995850958,0.002306173999386374,0.00046730896680472,0.00012291057125084754,0.26301778904706885
bruteforce,19,0.00042262900024070404,0.0061267560013220645,0.0004840806816298519,0.0001917014281534899,0.39601131676655654
bruteforce,17,0.00024104000112856738,0.003013133999047568,0.0003032479555893153,0.00013649833855290902,0.4501212161105776
bruteforce,30,0.005985331999909249,0.03346379000140587,0.00673935588266487,0.0014316925062854272,0.21243758768817367
bruteforce,15,0.0001356940010737162,0.0002524110004742397,0.00013864717859697788,5.7530580869843495e-06,0.04149423122202466
bruteforce,13,7.166399882407859e-05,0.00015909699868643656,7.618999157668353e-05,1.3019001466777515e-05,0.17087548111452644
bruteforce,25,0.0018893470005423296,0.00886738099870854,0.0021395477886777072,0.0004684479760821349,0.2189471899441177
bruteforce,19,0.0004223890009598108,0.002254428000014741,0.0004960935400065225,0.0001596643059034577,0.3218431465593333
bruteforce,10,2.4495999241480604e-05,0.000757202999011497,4.0025494147388505e-05,2.098064467003226e-05,0.5241820274041803
bruteforce,11,3.653800013125874e-05,7.256500066432636e-05,3.758395370199376e-05,2.4204204750364533e-06,0.06440036868468298
bruteforce,23,0.0012108800001442432,0.004763221000757767,0.0013220280518964663,0.0003024357651456928,0.22876652633190708
bruteforce,13,7.167399962781928e-05,0.00015179300135059748,7.30860977040033e-05,3.907703848472713e-06,0.05346712947103575
recursivo,15,3.1939000109559856e-05,8.499799878336489e-05,3.327580368927001e-05,4.345932742637163e-06,0.13060338927406692
recursivo,11,1.0298999768565409e-05,2.6560001060715877e-05,1.0474636275363697e-05,9.075380024717955e-07,0.08664148125184273
recursivo,28,0.0006213300002855249,0.003351576000568457,0.000673793155674579,0.00010718420516726,0.15907582952508736
recursivo,26,0.0004083920011908049,0.0022361739993357332,0.0004627196549731509,0.00010028220203047454,0.21672345436956503
recursivo,17,5.3699999625678174e-05,0.00012012399929517414,6.109016969323749e-05,1.470946279848201e-05,0.24078281125007753
recursivo,29,0.0008060349991865223,0.0027608529999270104,0.000853996897626328,0.00012135406313917121,0.14210129272889993
recursivo,19,8.879599954525474e-05,0.0004894739995506825,9.53092823710572e-05,2.0111970889632614e-05,0.21101796581924598
recursivo,10,7.795000783517025e-06,4.514399915933609e-05,1.1077265058147867e-05,3.600481201838487e-06,0.3250334069771273
recursivo,25,0.00035423099870968144,0.0007041740009299247,0.0003776252870249486,6.272644119950749e-05,0.16610762932134718
recursivo,30,0.0009979830010706792,0.004309506999561563,0.001085593211328283,0.0002450881826246696,0.22576429187945155
recursivo,28,0.0006294550003076438,0.005702483998902608,0.0007037622529051074,0.0002120017942485095,0.3012406439438505
recursivo,11,1.0629999451339245e-05,2.5356999685755e-05,1.085498971406621e-05,1.0328770337982745e-06,0.09515228120942781
recursivo,18,7.058200026222039e-05,0.00010858299901883584,7.159581673774716e-05,2.473671097299001e-06,0.034550497640944124
recursivo,20,0.00011077700037276372,0.0016492289996676845,0.00012641618229390723,4.307216504907088e-05,0.3407171793001282
recursivo,18,6.564300019817892e-05,0.0020058520003658487,9.267798318056753e-05,4.938149065442634e-05,0.5328287146496787
recursivo,14,2.3483999029849656e-05,4.8329999117413536e-05,2.433890460529334e-05,1.677382938561757e-06,0.06891776625793389
recursivo,13,1.7944001228897832e-05,7.074200038914569e-05,1.8646519419345243e-05,1.6974670218653237e-06,0.09103398782854076
recursivo,16,4.004500078735873e-05,0.00011100899973826017,4.206281720790757e-05,3.239585578776201e-06,0.07701779846945624
recursivo,20,0.00011224899935768917,0.000261878998571774,0.00011789610659701,1.344818351992804e-05,0.11406808848994768
recursivo,25,0.00034821999906853307,0.0006664240008831257,0.00036035333519795836,1.9905466666005708e-05,0.05523874686790601
recursivo,29,0.0007682739997108001,0.0018358069992245873,0.0008212463894372859,0.00010160586922395803,0.12372154146525732
recursivo,18,6.599400148843415e-05,0.00014473999908659607,6.932945395630988e-05,5.088398533036587e-06,0.07339447006525106
recursivo,30,0.0009548020007059677,0.005407523000030778,0.0010754317741870276,0.00023997957614769555,0.22314718786238955
recursivo,27,0.0005138890010130126,0.0011132559993711766,0.000555603869073278,7.39743631415778e-05,0.13314227502584472
recursivo,13,1.8063999959849752e-05,6.792699969082605e-05,1.8549393159483473e-05,1.8900384628466273e-06,0.10189219920007654
recursivo,15,3.122799898847006e-05,6.0121999922557734e-05,3.203718325243824e-05,1.794622004177579e-06,0.05601684736254073
recursivo,27,0.0005131979996804148,0.0028485170005296823,0.0005849248097163436,0.00016077113973533077,0.27485778866739463
recursivo,20,0.00011133800035167951,0.0002324739998584846,0.00012482087655233523,2.86362402806882e-05,0.22941867635965144
recursivo,25,0.0003363270006957464,0.001002169999992475,0.00036652636934453054,6.758174313829399e-05,0.1843843957507132
recursivo,20,0.00011142800030938815,0.0023110929996619234,0.0001281550874311086,9.19652713529077e-05,0.7176092123720396
recursivo,20,0.00011196899868082255,0.0002651840004546102,0.00011620357505118978,1.3913860222742609e-05,0.11973693766834025
recursivo,27,0.0005272139987937408,0.001102317999539082,0.0005765870687314951,0.0001108677378810981,0.19228273385494002
recursivo,26,0.00041375299952051137,0.0009514960001979489,0.00043831458346241557,3.5940294675752554e-05,0.0819965751352518
recursivo,15,3.124800059595145e-05,7.953800013638102e-05,3.217179428243366e-05,3.557797032742029e-06,0.11058746060317332
recursivo,26,0.00040782199903333094,0.0014162229999783449,0.00044691853389003145,7.676718456124636e-05,0.17176997313818196
recursivo,18,6.643400047323667e-05,0.00015234400052577257,6.841582517719677e-05,3.4674563461954678e-06,0.05068208031131345
recursivo,16,4.14869991800515e-05,6.693499926768709e-05,4.250978448004459e-05,2.1637919658555824e-06,0.050901033546084745
recursivo,17,5.440199856820982e-05,0.0001332989995717071,5.664947124503758e-05,4.623512784568278e-06,0.08161616839403937
recursivo,26,0.00043169600030523725,0.0007746160008537117,0.0004436619588761962,3.056202091124948e-05,0.06888582692251469
recursivo,29,0.0007612110002810368,0.006027130000802572,0.0008843063819808243,0.0002914360864789648,0.3295646083952885
recursivo,26,0.00041160900036629755,0.0021766620011476334,0.000444935406270919,7.768505613637968e-05,0.17459850360633614
recursivo,29,0.0007688650002819486,0.002827387999786879,0.0008720340696694801,0.0002074171465307574,0.23785440700656688
recursivo,28,0.0006184239991853246,0.002716219998546876,0.0006956837914760123,0.00017252034189715402,0.24798672041952072
recursivo,12,1.3825998394167982e-05,3.123900023638271e-05,1.4232736326042865e-05,9.991243209207865e-07,0.07019903257060994
recursivo,12,1.4056000509299338e-05,3.3862999771372415e-05,1.4385216926805138e-05,1.1092954007265575e-06,0.07711356779469329
recursivo,15,3.235099939047359e-05,5.846899875905365e-05,3.293321739180609e-05,1.862117154275248e-06,0.05654221791092144
recursivo,18,6.635399950027931e-05,0.001552247000290663,8.257607435286329e-05,3.8652522126279083e-05,0.4680837933892267
recursivo,11,1.0280000424245372e-05,7.083200034685433e-05,1.0932344085504351e-05,2.4901723228642752e-06,0.22778027323216968
recursivo,21,0.0001419649997842498,0.00025882299996737856,0.00014636944036769238,7.840779599549926e-06,0.05356841960899233
recursivo,12,1.3905999367125332e-05,3.623800148488954e-05,1.4510880806286037e-05,1.3732622990038455e-06,0.09463672931618014
recursivo,15,3.266099884058349e-05,5.7037001170101576e-05,3.344563857741287e-05,1.9612900316165952e-06,0.058641129756784795
recursivo,18,6.524200034618843e-05,0.00015312800132960547,7.053803366408715e-05,5.503457815176417e-06,0.07802114021755584
recursivo,10,7.393000487354584e-06,2.1190000552451238e-05,7.550864423398328e-06,7.686508998758843e-07,0.10179641121538595
recursivo,12,1.3445000149658881e-05,3.7449000956257805e-05,1.3742582052180601e-05,1.1615010460505871e-06,0.08451839993680708
recursivo,12,1.35750015033409e-05,3.190000097674783e-05,1.4150201499995983e-05,1.0518988740844782e-06,0.0743380844495237
recursivo,20,0.00010873199971683789,0.000260236000031,0.00011593012947468553,1.4922164917329363e-05,0.12871688304797213
recursivo,16,4.1217001125914976e-05,0.0005076979996374575,4.258964656265864e-05,1.0561973032116882e-05,0.24799391130372309
recursivo,17,5.473199962580111e-05,9.447699994780123e-05,5.581525195523164e-05,2.9641649270736418e-06,0.05310671945817144
recursivo,28,0.0006253370011108927,0.001236738000443438,0.000688179250130685,7.96371918918803e-05,0.11572158253355827
recursivo,25,0.00034684800084505696,0.0006721649988321587,0.0003614063520278543,4.193517862768349e-05,0.11603331926067383
recursivo,29,0.0007980400005180854,0.002779597998596728,0.0008911249602642494,0.00018850075522653994,0.21153122584585998
recursivo,19,9.045799924933817e-05,0.00013415099965641275,9.215307337242384e-05,3.1360610770386167e-06,0.03403099823230704
recursivo,25,0.00034227899959660135,0.0006540509984915843,0.00036637852548552146,5.8082360424648566e-05,0.15853101747073836
recursivo,27,0.0005146109997440362,0.003938784000638407,0.0006272639387671428,0.00024406430092004293,0.3890934674161879
recursivo,12,1.3736000255448744e-05,2.808199860737659e-05,1.4081104670340708e-05,1.0488897667146594e-06,0.07448916766622404
recursivo,26,0.0004273470003681723,0.0008308209999086102,0.0004498751290639261,6.39643513100692e-05,0.14218245725911208
recursivo,13,1.778299883881118e-05,6.096200013416819e-05,1.8572156651933576e-05,1.5632465549278797e-06,0.08417151460787015
recursivo,28,0.0006402250000974163,0.003219049000108498,0.0007007503889525464,0.0001483566098562141,0.21171106316183658
recursivo,17,5.21870006195968e-05,0.0025310239998361794,7.150239600251264e-05,9.085725175725972e-05,1.270688212379162
recursivo,17,5.3108999054529704e-05,0.0006520170009025605,6.078698739446782e-05,1.9660369370145047e-05,0.3234305599414246
recursivo,18,6.865700015623588e-05,0.000503712000863743,7.849254792045469e-05,2.044950954782868e-05,0.2605280385158661
recursivo,23,0.00022240500038606115,0.00043673499931173865,0.00023127211827942256,2.716654539313523e-05,0.11746571785325483
recursivo,14,2.4105000193230808e-05,6.0713000493706204e-05,2.5309489974341974e-05,3.2137075087932006e-06,0.12697638364309846
recursivo,13,1.8303999240742996e-05,0.0004733540008601267,1.907890459497624e-05,9.992636775248137e-06,0.5237531707076803
recursivo,22,0.0001772110008460004,0.0002935070006060414,0.00018019286396651798,6.1348323115763256e-06,0.03404592266603994
recursivo,27,0.000530328999957419,0.0009738979988469509,0.000556951753616687,6.957648206195697e-05,0.1249237148642535
recursivo,23,0.00022373799947672524,0.000695218001055764,0.0002360784413346055,3.39088142280848e-05,0.1436336754698587
recursivo,12,1.4115999874775298e-05,5.383099960454274e-05,1.870889527279193e-05,5.467350911216824e-06,0.2922326963456742
recursivo,13,1.8844999431166798e-05,4.1105999116552994e-05,1.9227199604176213e-05,1.477042352261947e-06,0.07682046177651
recursivo,12,1.4056999134481885e-05,0.0020032289994560415,1.588462223899565e-05,4.307493948610627e-05,2.7117383616690782
recursivo,19,8.996799988381099e-05,0.0001464829983888194,9.177678261466442e-05,4.178001542944028e-06,0.045523512852764264
recursivo,23,0.00022750499920221046,0.0004469350005820161,0.0002341894137561046,1.815051974528941e-05,0.07750358760533975
recursivo,21,0.00013543299974116962,0.0032600249996903585,0.00016514508085699778,0.00011124281503927777,0.6736065916223385
recursivo,30,0.0009572569997544633,0.002913677000833559,0.0010578318677046431,0.00019797012192850015,0.18714705802734932
recursivo,28,0.0006327009996311972,0.003365070999279851,0.0007059010177833757,0.00019587373551998232,0.27748045488736117
recursivo,26,0.000419313000747934,0.0008009250013856217,0.00043881530104569635,6.318915165552541e-05,0.14399942642142546
recursivo,16,4.0605998947285116e-05,6.495100024039857e-05,4.183892238328912e-05,1.975670178022742e-06,0.04722086673082776
recursivo,20,0.00011024600098608062,0.0013863900003343588,0.00012320389528232262,3.927507551293344e-05,0.3187811182668723
recursivo,19,8.822499876259826e-05,0.00017538700012664776,9.165104302474567e-05,1.1066778807097699e-05,0.12074907651743454
recursivo,19,9.096000030694995e-05,0.00018210000052931719,0.00010431705142688574,2.3610909211225476e-05,0.22633796573299436
recursivo,17,5.507300011231564e-05,0.00011646699931588955,5.821452035907505e-05,8.628499440053722e-06,0.1482190248555166
recursivo,30,0.0009503039982519113,0.00310200999956578,0.0010529142524249736,0.00018536302951101727,0.1760476022469128
recursivo,15,3.228999958082568e-05,6.455000038840808e-05,3.303987844716114e-05,2.222343097815397e-06,0.0672624477529319
recursivo,13,1.8333999832975678e-05,7.250599992403295e-05,1.965491398238843e-05,4.2566691914668905e-06,0.21657022743935855
recursivo,25,0.0003320499999972526,0.0016003689997887705,0.00036691869893463146,6.516118043944516e-05,0.17759024173105437
recursivo,19,8.769399937591515e-05,0.00014564100092684384,9.063029263474633e-05,3.543882444717764e-06,0.03910262608331347
recursivo,10,7.553999239462428e-06,0.0005741510012740036,8.155944802513253e-06,1.228692534078786e-05,1.5064993251305043
recursivo,11,1.0539999493630603e-05,2.8512999051599763e-05,1.0760422155760717e-05,9.538907083400541e-07,0.08864807481827074
recursivo,23,0.00022709299992129672,0.00037342699943110347,0.00023032579381292934,6.583309145556183e-06,0.028582596141633828
recursivo,13,1.887500002339948e-05,3.831100002571475e-05,1.9181043007430928e-05,1.15956118998859e-06,0.06045350034090244
memo,15,2.692099951673299e-05,0.00012565500037453603,3.102591023093152e-05,8.504594474188051e-06,0.2741126500685008
memo,11,1.4396999176824465e-05,3.519600068102591e-05,1.4745547437837697e-05,1.3917417608734701e-06,0.09438386514577289
memo,28,9.605900049791671e-05,0.00018563699995866045,9.816295369984589e-05,6.327328516707905e-06,0.06445739740121369
memo,26,8.134199924825225e-05,0.00021749600091425236,9.404627630716377e-05,2.578761800765863e-05,0.2742013721354996
memo,17,3.499499871395528e-05,9.33640003495384e-05,4.6900466563543755e-05,1.4271435240114695e-05,0.30429196734703784
memo,29,0.00010157899851037655,0.0002721680011745775,0.00011981031788736234,3.4289434006263894e-05,0.28619767154361886
memo,19,4.338100006862078e-05,9.671999941929244e-05,4.417343479242925e-05,2.6242550159529425e-06,0.059407990985629794
memo,10,1.1792000805144198e-05,4.803999945579562e-05,1.3545073426621733e-05,3.7837943522483987e-06,0.279348382476219
memo,25,7.489000017812941e-05,0.0001661099995544646,8.255359000853082e-05,1.9219111853482487e-05,0.23280770529175587
memo,30,0.00010931399992841762,0.00016003900054784026,0.00011163912061718892,3.595181454695376e-06,0.03220359883542321
memo,28,9.481699999014381e-05,0.0005291880006552674,9.709493548235498e-05,1.047156177159145e-05,0.10784869179396532
memo,11,1.4417000784305856e-05,3.1889998354017735e-05,1.472794762940726e-05,1.1582216608548458e-06,0.07864107681522625
memo,18,3.8791999031673186e-05,9.998600035032723e-05,4.0364033201083066e-05,5.3913466159367225e-06,0.13356808496015357
memo,20,4.802900002687238e-05,7.46000005165115e-05,4.8903431523233815e-05,2.189009456084863e-06,0.044761878418386115
memo,18,3.87720010621706e-05,8.442699981969781e-05,3.970247125358938e-05,2.5535223053917745e-06,0.06431645750920148
memo,14,2.360399957979098e-05,6.670500079053454e-05,2.4174578782952445e-05,1.8208047830062442e-06,0.07531898691406565
memo,13,2.0076999135199003e-05,8.800400064501446e-05,2.2828068725423287e-05,6.240706402479273e-06,0.2733786408978649
memo,16,3.187000038451515e-05,8.227399848692585e-05,3.4832655901307884e-05,7.488067150324359e-06,0.2149726156839852
memo,20,4.798000009031966e-05,8.929599971452262e-05,4.894464186514582e-05,2.4087796947557566e-06,0.04921436960132469
memo,25,7.501999971282203e-05,0.00013201599904277828,7.657632444429503e-05,3.5446318443289624e-06,0.04628887414030276
memo,29,0.00010122899948328268,0.002214202999311965,0.0001305471210848037,8.723705578345674e-05,0.6682418965546345
memo,18,3.883199860865716e-05,0.00010114699944097083,4.014825201739199e-05,4.832064054008084e-06,0.12035552760590579
memo,30,0.00010723100058385171,0.000525981000464526,0.0001268459995199643,3.7227063462873514e-05,0.2934823613180985
memo,27,8.699300087755546e-05,0.0022571329991478706,0.00013735928610737074,8.256567138609226e-05,0.6010927526337935
memo,13,1.9766999685089104e-05,0.0009648129998822697,2.214641603571548e-05,2.2500172547102086e-05,1.0159735331809945
memo,15,2.6599998818710446e-05,7.84759995440254e-05,2.780353110386885e-05,3.9008753267275054e-06,0.1403014355318595
memo,27,8.741300007386599e-05,0.00015840600099181756,8.944549691754536e-05,5.111488413443645e-06,0.05714640300065224
memo,20,4.771900057676248e-05,9.489699914411176e-05,4.893469611411013e-05,3.2550927369539407e-06,0.06651911619852376
memo,25,7.458899926859885e-05,0.00015108200022950768,7.624882517149482e-05,4.212429204277557e-06,0.05524582437569607
memo,20,4.789899867319036e-05,8.783399971434847e-05,4.899742262432334e-05,3.2129539074463387e-06,0.06557393706360713
memo,20,4.757900023832917e-05,0.00015679299940529745,5.1649643760350033e-05,1.116948796182086e-05,0.2162548886812528
memo,27,8.713199895282742e-05,0.00013386899991019163,8.906948383842546e-05,3.911999511739751e-06,0.04392076099639499
memo,26,8.144200000970159e-05,0.0001464729994040681,8.327548055433055e-05,4.908104223271475e-06,0.0589381675206225
memo,15,2.685999970708508e-05,5.4721998822060414e-05,2.7475705947934323e-05,1.8471777518227766e-06,0.06722949194911045
memo,26,8.053999954427127e-05,0.0015402240005641943,9.51607363362172e-05,5.757953769152767e-05,0.6050766304297026
memo,18,3.837199983536266e-05,7.582100079162046e-05,3.9229500268497485e-05,2.1730514469222514e-06,0.05539329922760397
memo,16,3.0627001251559705e-05,7.521099905716255e-05,3.1344105636554256e-05,2.3808274575933327e-06,0.07595774099283133
memo,17,3.453399949648883e-05,8.099199840216897e-05,3.522018420637431e-05,2.1050643551307865e-06,0.059768692372420995
